add-m,1,10000,20000,3487954,174,0
add-m,2,10000,40000,3487954,87,0
add-m,4,10000,80000,3487954,43,0
add-m,8,10000,160000,3487954,21,0
add-m,12,1,24,3487954,145331,0
add-s,1,10000,20000,3487954,174,0
add-s,2,10000,40000,3487954,87,0
add-s,4,10000,80000,3487954,43,0
add-s,8,10000,160000,3487954,21,0
add-s,12,10000,240000,3487954,14,0
add-m,1,10000,20000,3487979,174,0
add-m,2,10000,40000,3487979,87,0
add-m,4,10000,80000,3487979,43,0
add-m,8,10000,160000,3487979,21,0
add-m,12,1,24,3487979,145332,0
add-s,1,10000,20000,3487979,174,0
add-s,2,10000,40000,3487979,87,0
add-s,4,10000,80000,3487979,43,0
add-s,8,10000,160000,3487979,21,0
add-s,12,10000,240000,3487979,14,0
add-m,1,10000,20000,3488125,174,0
add-m,2,10000,40000,3488125,87,0
add-m,4,10000,80000,3488125,43,0
add-m,8,10000,160000,3488125,21,0
add-m,12,1,24,3488125,145338,0
add-s,1,10000,20000,3488125,174,0
add-s,2,10000,40000,3488125,87,0
add-s,4,10000,80000,3488125,43,0
add-s,8,10000,160000,3488125,21,0
add-s,12,10000,240000,3488125,14,0
add-m,1,10000,20000,3488165,174,0
add-m,2,10000,40000,3488165,87,0
add-m,4,10000,80000,3488165,43,0
add-m,8,10000,160000,3488165,21,0
add-m,12,1,24,3488165,145340,0
add-s,1,10000,20000,3488165,174,0
add-s,2,10000,40000,3488165,87,0
add-s,4,10000,80000,3488165,43,0
add-s,8,10000,160000,3488165,21,0
add-s,12,10000,240000,3488166,14,0
add-m,1,10000,20000,3488559,174,0
add-m,2,10000,40000,3488559,87,0
add-m,4,10000,80000,3488559,43,0
add-m,8,10000,160000,3488559,21,0
add-m,12,1,24,3488559,145356,0
add-s,1,10000,20000,3488559,174,0
add-s,2,10000,40000,3488559,87,0
add-s,4,10000,80000,3488559,43,0
add-s,8,10000,160000,3488559,21,0
add-s,12,10000,240000,3488559,14,0
add-m,1,10000,20000,3488723,174,0
add-m,2,10000,40000,3488723,87,0
add-m,4,10000,80000,3488723,43,0
add-m,8,10000,160000,3488723,21,0
add-m,12,1,24,3488723,145363,0
add-s,1,10000,20000,3488723,174,0
add-s,2,10000,40000,3488723,87,0
add-s,4,10000,80000,3488723,43,0
add-s,8,10000,160000,3488724,21,0
add-s,12,10000,240000,3488724,14,0
add-m,1,10000,20000,3489533,174,0
add-m,2,10000,40000,3489533,87,0
add-m,4,10000,80000,3489533,43,0
add-m,8,10000,160000,3489533,21,0
add-m,12,1,24,3489533,145397,0
add-s,1,10000,20000,3489533,174,0
add-s,2,10000,40000,3489533,87,0
add-s,4,10000,80000,3489533,43,0
add-s,8,10000,160000,3489534,21,0
add-s,12,10000,240000,3489534,14,0
add-m,1,10000,20000,3490369,174,0
add-m,2,10000,40000,3490369,87,0
add-m,4,10000,80000,3490369,43,0
add-m,8,10000,160000,3490369,21,0
add-m,12,1,24,3490369,145432,0
add-s,1,10000,20000,3490369,174,0
add-s,2,10000,40000,3490370,87,0
add-s,4,10000,80000,3490370,43,0
add-s,8,10000,160000,3490370,21,0
add-s,12,10000,240000,3490370,14,0
add-m,1,10000,20000,3490578,174,0
add-m,2,10000,40000,3490578,87,0
add-m,4,10000,80000,3490578,43,0
add-m,8,10000,160000,3490578,21,0
add-m,12,1,24,3490578,145440,0
add-s,1,10000,20000,3490578,174,0
add-s,2,10000,40000,3490578,87,0
add-s,4,10000,80000,3490578,43,0
add-s,8,10000,160000,3490578,21,0
add-s,12,10000,240000,3490578,14,0
add-m,1,10000,20000,3491112,174,0
add-m,2,10000,40000,3491112,87,0
add-m,4,10000,80000,3491112,43,0
add-m,8,10000,160000,3491112,21,0
add-m,12,1,24,3491112,145463,0
add-s,1,10000,20000,3491112,174,0
add-s,2,10000,40000,3491112,87,0
add-s,4,10000,80000,3491112,43,0
add-s,8,10000,160000,3491112,21,0
add-s,12,10000,240000,3491112,14,0
add-m,1,10000,20000,3571818,178,0
add-m,2,10000,40000,3571818,89,0
add-m,4,10000,80000,3571818,44,0
add-m,8,10000,160000,3571818,22,0
add-m,12,1,24,3571818,148825,0
add-s,1,10000,20000,3571818,178,0
add-s,2,10000,40000,3571818,89,0
add-s,4,10000,80000,3571818,44,0
add-s,8,10000,160000,3571818,22,0
add-s,12,10000,240000,3571818,14,0
add-m,1,10000,20000,3571891,178,0
add-m,2,10000,40000,3571891,89,0
add-m,4,10000,80000,3571891,44,0
add-m,8,10000,160000,3571891,22,0
add-m,12,1,24,3571891,148828,0
add-s,1,10000,20000,3571891,178,0
add-s,2,10000,40000,3571891,89,0
add-s,4,10000,80000,3571891,44,0
add-s,8,10000,160000,3571891,22,0
add-s,12,10000,240000,3571891,14,0
add-m,1,10000,20000,3571940,178,0
add-m,2,10000,40000,3571940,89,0
add-m,4,10000,80000,3571940,44,0
add-m,8,10000,160000,3571940,22,0
add-m,12,1,24,3571940,148830,0
add-s,1,10000,20000,3571940,178,0
add-s,2,10000,40000,3571940,89,0
add-s,4,10000,80000,3571940,44,0
add-s,8,10000,160000,3571940,22,0
add-s,12,10000,240000,3571940,14,0
add-m,1,10000,20000,3574167,178,0
add-m,2,10000,40000,3574167,89,0
add-m,4,10000,80000,3574167,44,0
add-m,8,10000,160000,3574167,22,0
add-m,12,1,24,3574167,148923,0
add-s,1,10000,20000,3574167,178,0
add-s,2,10000,40000,3574167,89,0
add-s,4,10000,80000,3574167,44,0
add-s,8,10000,160000,3574167,22,0
add-s,12,10000,240000,3574167,14,0
add-m,1,10000,20000,3574578,178,0
add-m,2,10000,40000,3574578,89,0
add-m,4,10000,80000,3574578,44,0
add-m,8,10000,160000,3574578,22,0
add-m,12,1,24,3574578,148940,0
add-s,1,10000,20000,3574578,178,0
add-s,2,10000,40000,3574579,89,0
add-s,4,10000,80000,3574579,44,0
add-s,8,10000,160000,3574579,22,0
add-s,12,10000,240000,3574579,14,0
add-m,1,10000,20000,3575304,178,0
add-m,2,10000,40000,3575304,89,0
add-m,4,10000,80000,3575304,44,0
add-m,8,10000,160000,3575304,22,0
add-m,12,1,24,3575304,148971,0
