add-s,8,10000,160000,3134206,19,0
add-s,12,10000,240000,3134206,13,0
add-none,2,100,400,3134538,7836,0
add-none,2,1000,4000,3134538,783,0
add-none,2,10000,40000,3134538,78,390
add-none,2,100000,400000,3134538,7,-15927
add-none,4,100,800,3134538,3918,0
add-none,4,1000,8000,3134538,391,55
add-none,4,10000,80000,3134538,39,-2049
add-none,4,100000,800000,3134538,3,-49183
add-none,8,100,1600,3134538,1959,0
add-none,8,1000,16000,3134538,195,-305
add-none,8,10000,160000,3134538,19,1320
add-none,8,100000,1600000,3134538,1,-29727
add-none,12,100,2400,3134538,1306,0
add-none,12,1000,24000,3134538,130,1021
add-none,12,10000,240000,3134538,13,2926
add-none,12,100000,2400000,3134538,1,-23610
add-yield-none,2,10,40,3134538,78363,1
add-yield-none,4,10,80,3134538,39181,4
add-yield-none,8,10,160,3134538,19590,20
add-yield-none,12,10,240,3134538,13060,9
add-yield-none,2,20,80,3134538,39181,0
add-yield-none,4,20,160,3134538,19590,7
add-yield-none,8,20,320,3134538,9795,43
add-yield-none,12,20,480,3134538,6530,62
add-yield-none,2,40,160,3134538,19590,28
add-yield-none,4,40,320,3134538,9795,53
add-yield-none,8,40,640,3134538,4897,84
add-yield-none,12,40,960,3134538,3265,80
add-yield-none,2,80,320,3134538,9795,43
add-yield-none,4,80,640,3134538,4897,53
add-yield-none,8,80,1280,3134538,2448,58
add-yield-none,12,80,1920,3134538,1632,94
add-yield-none,2,100,400,3134538,7836,20
add-yield-none,4,100,800,3134538,3918,65
add-yield-none,8,100,1600,3134538,1959,142
add-yield-none,12,100,2400,3134538,1306,100
add-yield-none,2,1000,4000,3134538,783,21
add-yield-none,4,1000,8000,3134538,391,47
add-yield-none,8,1000,16000,3134538,195,111
add-yield-none,12,1000,24000,3134538,130,143
add-yield-none,2,10000,40000,3134538,78,-710
add-yield-none,4,10000,80000,3134538,39,-615
add-yield-none,8,10000,160000,3134538,19,0
add-yield-none,12,10000,240000,3134538,13,247
add-yield-none,2,100000,400000,3134538,7,-1597
add-yield-none,4,100000,800000,3134538,3,-4734
add-yield-none,8,100000,1600000,3134538,1,-4960
add-yield-none,12,100000,2400000,3134539,1,503
add-none,1,100,200,3134539,15672,0
add-none,1,1000,2000,3134539,1567,0
add-none,1,10000,20000,3134539,156,0
add-none,1,100000,200000,3134539,15,0
add-none,1,1000000,2000000,3134539,1,0
add-none,2,100,400,3134539,7836,0
add-none,2,1000,4000,3134539,783,0
add-none,2,10000,40000,3134539,78,5
add-none,2,100000,400000,3134539,7,-17771
add-none,2,1000000,4000000,3134539,0,-159193
add-none,4,100,800,3134539,3918,0
add-none,4,1000,8000,3134539,391,-234
add-none,4,10000,80000,3134539,39,-1605
add-none,4,100000,800000,3134539,3,-37774
add-none,4,1000000,8000000,3134539,0,-226010
add-yield-none,1,100,200,3134539,15672,0
add-yield-none,1,1000,2000,3134539,1567,0
add-yield-none,1,10000,20000,3134539,156,0
add-yield-none,1,100000,200000,3134539,15,0
add-yield-none,1,1000000,2000000,3134539,1,0
add-yield-none,2,100,400,3134541,7836,0
add-yield-none,2,1000,4000,3134541,783,0
add-yield-none,2,10000,40000,3134541,78,0
add-yield-none,2,100000,400000,3134541,7,-8315
add-yield-none,2,1000000,4000000,3134541,0,4082
add-yield-none,4,100,800,3134543,3918,82
add-yield-none,4,1000,8000,3134543,391,0
add-yield-none,4,10000,80000,3134543,39,-571
add-yield-none,4,100000,800000,3134543,3,-11208
add-yield-none,4,1000000,8000000,3134543,0,-57694
add-yield-m,2,10000,40000,3134545,78,0
add-yield-m,4,10000,80000,3134545,39,0
add-yield-m,8,10000,160000,3134545,19,0
add-yield-m,12,10000,240000,3134545,13,0
add-yield-c,2,10000,40000,3134546,78,0
add-yield-c,4,10000,80000,3134546,39,0
add-yield-c,8,10000,160000,3134546,19,0
add-yield-c,12,10000,240000,3134546,13,0
add-yield-s,2,10000,40000,3134546,78,0
add-yield-s,4,10000,80000,3134546,39,0
add-yield-s,8,1000,16000,3134546,195,0
add-yield-s,12,1000,24000,3134546,130,0
add-m,1,10000,20000,3134546,156,0
add-m,2,10000,40000,3134546,78,0
add-m,4,10000,80000,3134546,39,0
add-m,8,10000,160000,3134546,19,0
add-m,12,10000,240000,3134546,13,0
add-c,1,10000,20000,3134546,156,0
add-c,2,10000,40000,3134546,78,0
add-c,4,10000,80000,3134546,39,0
add-c,8,10000,160000,3134546,19,0
add-c,12,10000,240000,3134546,13,0
add-s,1,10000,20000,3134546,156,0
add-s,2,10000,40000,3134546,78,0
add-s,4,10000,80000,3134546,39,0
add-s,8,10000,160000,3134546,19,0
add-s,12,10000,240000,3134546,13,0
add-none,2,100,400,3135262,7838,0
add-none,2,1000,4000,3135262,783,0
add-none,2,10000,40000,3135262,78,-10
